INFO 2024-07-12 03:56:11,517 autoreload Watching for file changes with StatReloader
DEBUG 2024-07-12 03:56:11,976 autoreload File /usr/lib/python3.8/urllib/error.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,976 autoreload File /usr/lib/python3.8/difflib.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,976 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1718717893.3751292
DEBUG 2024-07-12 03:56:11,976 autoreload File /usr/lib/python3.8/xml/etree/ElementTree.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,976 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django_select2/conf.py first seen with mtime 1720530621.5118814
DEBUG 2024-07-12 03:56:11,977 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/appconf/utils.py first seen with mtime 1720530621.4958813
DEBUG 2024-07-12 03:56:11,977 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/sites.py first seen with mtime 1718717892.9671254
DEBUG 2024-07-12 03:56:11,977 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/packaging/custom.py first seen with mtime 1718717903.6992211
DEBUG 2024-07-12 03:56:11,977 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/conf/__init__.py first seen with mtime 1718717892.799124
DEBUG 2024-07-12 03:56:11,977 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/psycopg2/extras.py first seen with mtime 1718717905.0712333
DEBUG 2024-07-12 03:56:11,977 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/sqlparse/cli.py first seen with mtime 1718717888.867089
DEBUG 2024-07-12 03:56:11,978 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/tablib/formats/_xlsx.py first seen with mtime 1718717899.7951863
DEBUG 2024-07-12 03:56:11,978 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/indexes.py first seen with mtime 1718717894.051135
DEBUG 2024-07-12 03:56:11,978 autoreload File /usr/lib/python3.8/asyncio/transports.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,978 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1718717894.0671353
DEBUG 2024-07-12 03:56:11,978 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/psycopg2/_psycopg.cpython-38-x86_64-linux-gnu.so first seen with mtime 1720292007.0
DEBUG 2024-07-12 03:56:11,978 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/PIL/Image.py first seen with mtime 1718717904.3992274
DEBUG 2024-07-12 03:56:11,978 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/sqlparse/filters/others.py first seen with mtime 1718717888.871089
DEBUG 2024-07-12 03:56:11,979 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/sqlparse/engine/__init__.py first seen with mtime 1718717888.871089
DEBUG 2024-07-12 03:56:11,979 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django_select2/_version.py first seen with mtime 1720530621.5118814
DEBUG 2024-07-12 03:56:11,979 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/validators.py first seen with mtime 1718717893.9831345
DEBUG 2024-07-12 03:56:11,979 autoreload File /usr/lib/python3.8/email/errors.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,979 autoreload File /home/mesele/erp/hotelerp/employee_management/models.py first seen with mtime 1719621838.9281588
DEBUG 2024-07-12 03:56:11,979 autoreload File /usr/lib/python3.8/encodings/latin_1.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,979 autoreload File /usr/lib/python3.8/asyncio/locks.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,980 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/worksheet/dimensions.py first seen with mtime 1718717903.7192214
DEBUG 2024-07-12 03:56:11,980 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/urls/conf.py first seen with mtime 1718717894.1191359
DEBUG 2024-07-12 03:56:11,980 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1718717893.1991277
DEBUG 2024-07-12 03:56:11,980 autoreload File /home/mesele/erp/hotelerp/hotelerp/settings.py first seen with mtime 1720756562.4623713
DEBUG 2024-07-12 03:56:11,980 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/odf/manifest.py first seen with mtime 1579366058.0
DEBUG 2024-07-12 03:56:11,980 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/version.py first seen with mtime 1718717894.135136
DEBUG 2024-07-12 03:56:11,981 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/views/decorators/csrf.py first seen with mtime 1718717894.143136
DEBUG 2024-07-12 03:56:11,981 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/psycopg2/sql.py first seen with mtime 1718717905.0792334
DEBUG 2024-07-12 03:56:11,981 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/drawing/__init__.py first seen with mtime 1718717903.691221
DEBUG 2024-07-12 03:56:11,981 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/workbook/external_reference.py first seen with mtime 1718717903.7152212
DEBUG 2024-07-12 03:56:11,981 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/checks/model_checks.py first seen with mtime 1718717893.9871347
DEBUG 2024-07-12 03:56:11,981 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1718717894.0631351
DEBUG 2024-07-12 03:56:11,982 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/sqlparse/__init__.py first seen with mtime 1718717888.867089
DEBUG 2024-07-12 03:56:11,982 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/xlrd/xldate.py first seen with mtime 1718717905.7552395
DEBUG 2024-07-12 03:56:11,982 autoreload File /usr/lib/python3.8/email/_encoded_words.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,982 autoreload File /usr/lib/python3.8/operator.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,982 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/odf/opendocument.py first seen with mtime 1579366058.0
DEBUG 2024-07-12 03:56:11,982 autoreload File /usr/lib/python3.8/json/decoder.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,982 autoreload File /usr/lib/python3.8/xml/etree/__init__.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,983 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/conf/urls/static.py first seen with mtime 1718717892.9631255
DEBUG 2024-07-12 03:56:11,983 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/styles/colors.py first seen with mtime 1718717903.7072213
DEBUG 2024-07-12 03:56:11,983 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/sites/__init__.py first seen with mtime 1718717893.9071338
DEBUG 2024-07-12 03:56:11,983 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/signing.py first seen with mtime 1718717893.9831345
DEBUG 2024-07-12 03:56:11,983 autoreload File /usr/lib/python3.8/ipaddress.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,983 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/compat/__init__.py first seen with mtime 1718717903.687221
DEBUG 2024-07-12 03:56:11,983 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1718717893.1991277
DEBUG 2024-07-12 03:56:11,984 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/scatter_chart.py first seen with mtime 1718717903.679221
DEBUG 2024-07-12 03:56:11,984 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/tree.py first seen with mtime 1718717894.135136
DEBUG 2024-07-12 03:56:11,984 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/appconf/__init__.py first seen with mtime 1720530621.4958813
DEBUG 2024-07-12 03:56:11,984 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/filters.py first seen with mtime 1718717892.9631255
DEBUG 2024-07-12 03:56:11,984 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/test/signals.py first seen with mtime 1718717894.1191359
DEBUG 2024-07-12 03:56:11,984 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/psycopg2/_ipaddress.py first seen with mtime 1718717905.0792334
DEBUG 2024-07-12 03:56:11,985 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chartsheet/views.py first seen with mtime 1718717903.6832209
DEBUG 2024-07-12 03:56:11,985 autoreload File /usr/lib/python3.8/wsgiref/headers.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,985 autoreload File /usr/lib/python3.8/xml/parsers/expat.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,985 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/radar_chart.py first seen with mtime 1718717903.679221
DEBUG 2024-07-12 03:56:11,985 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/import_export/tmp_storages.py first seen with mtime 1718717899.883187
DEBUG 2024-07-12 03:56:11,985 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/comments/comment_sheet.py first seen with mtime 1718717903.687221
DEBUG 2024-07-12 03:56:11,985 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/drawing/connector.py first seen with mtime 1718717903.691221
DEBUG 2024-07-12 03:56:11,986 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/views/generic/detail.py first seen with mtime 1718717894.143136
DEBUG 2024-07-12 03:56:11,986 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/styles/named_styles.py first seen with mtime 1718717903.7072213
DEBUG 2024-07-12 03:56:11,986 autoreload File /usr/lib/python3.8/_collections_abc.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,986 autoreload File /usr/lib/python3.8/_sitebuiltins.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,986 autoreload File /usr/lib/python3.8/shutil.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,986 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/fields/__init__.py first seen with mtime 1718717894.0591352
DEBUG 2024-07-12 03:56:11,987 autoreload File /home/mesele/erp/hotelerp/employee_management/utils.py first seen with mtime 1718715727.07959
DEBUG 2024-07-12 03:56:11,987 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/dispatch/dispatcher.py first seen with mtime 1718717894.0711353
DEBUG 2024-07-12 03:56:11,987 autoreload File /usr/lib/python3.8/keyword.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,987 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/worksheet/protection.py first seen with mtime 1718717903.7232213
DEBUG 2024-07-12 03:56:11,987 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/views/debug.py first seen with mtime 1718717894.1391358
DEBUG 2024-07-12 03:56:11,987 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/migrations/operations/models.py first seen with mtime 1718717894.047135
DEBUG 2024-07-12 03:56:11,987 autoreload File /usr/lib/python3.8/shlex.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,988 autoreload File /usr/lib/python3.8/unittest/__init__.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,988 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/views/main.py first seen with mtime 1718717893.1991277
DEBUG 2024-07-12 03:56:11,988 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/sessions/apps.py first seen with mtime 1718717893.8351333
DEBUG 2024-07-12 03:56:11,988 autoreload File /usr/lib/python3.8/configparser.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,988 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/import_export/templatetags/__init__.py first seen with mtime 1718717899.9071872
DEBUG 2024-07-12 03:56:11,988 autoreload File /usr/lib/python3.8/sre_constants.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,989 autoreload File /usr/lib/python3.8/_compression.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,989 autoreload File /usr/lib/python3.8/_bootlocale.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,989 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/shapes.py first seen with mtime 1718717903.679221
DEBUG 2024-07-12 03:56:11,989 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/itercompat.py first seen with mtime 1718717894.131136
DEBUG 2024-07-12 03:56:11,989 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/signals.py first seen with mtime 1718717894.0551353
DEBUG 2024-07-12 03:56:11,989 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/checks/messages.py first seen with mtime 1718717893.9871347
DEBUG 2024-07-12 03:56:11,989 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/conf/urls/__init__.py first seen with mtime 1718717892.9631255
DEBUG 2024-07-12 03:56:11,990 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/checks/registry.py first seen with mtime 1718717893.9871347
DEBUG 2024-07-12 03:56:11,990 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/import_export/formats/base_formats.py first seen with mtime 1718717899.8871872
DEBUG 2024-07-12 03:56:11,990 autoreload File /usr/lib/python3.8/abc.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,990 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/management/commands/runserver.py first seen with mtime 1718717894.0111349
DEBUG 2024-07-12 03:56:11,990 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/_chart.py first seen with mtime 1718717903.675221
DEBUG 2024-07-12 03:56:11,990 autoreload File /usr/lib/python3.8/asyncio/streams.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/text.py first seen with mtime 1718717894.135136
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py first seen with mtime 1718717894.1071358
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/backends/utils.py first seen with mtime 1718717894.0191348
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/plotarea.py first seen with mtime 1718717903.679221
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/crypto.py first seen with mtime 1718717894.1271358
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/yaml/events.py first seen with mtime 1718717905.3072355
DEBUG 2024-07-12 03:56:11,991 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/http/cookie.py first seen with mtime 1718717894.0991356
DEBUG 2024-07-12 03:56:11,992 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/exceptions.py first seen with mtime 1718717894.1071358
DEBUG 2024-07-12 03:56:11,992 autoreload File /usr/lib/python3.8/threading.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:11,992 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/marker.py first seen with mtime 1718717903.679221
DEBUG 2024-07-12 03:56:11,992 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/comments/__init__.py first seen with mtime 1718717903.6832209
DEBUG 2024-07-12 03:56:11,992 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1718717894.0591352
DEBUG 2024-07-12 03:56:11,992 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/import_export/signals.py first seen with mtime 1718717899.883187
DEBUG 2024-07-12 03:56:11,993 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/workbook/properties.py first seen with mtime 1718717903.7152212
DEBUG 2024-07-12 03:56:11,993 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/styles/fills.py first seen with mtime 1718717903.7072213
DEBUG 2024-07-12 03:56:11,993 autoreload File /usr/lib/python3.8/lib-dynload/_hashlib.cpython-38-x86_64-linux-gnu.so first seen with mtime 1711363369.0
